"Código","Unidade Territorial","UF","Referência","Pessoas com deficiência (PCD) que recebem o Benefício de Prestação Continuada (BPC) por Município pagador"
"430632","DERRUBADAS","RS","08/2020","25"
"430632","DERRUBADAS","RS","07/2020","26"
"430632","DERRUBADAS","RS","12/2020","27"
"430632","DERRUBADAS","RS","06/2020","26"
"430632","DERRUBADAS","RS","04/2020","27"
"430632","DERRUBADAS","RS","03/2020","27"
"430632","DERRUBADAS","RS","02/2020","27"
"430635","DEZESSEIS DE NOVEMBRO","RS","03/2020","31"
"430635","DEZESSEIS DE NOVEMBRO","RS","05/2020","30"
"430635","DEZESSEIS DE NOVEMBRO","RS","12/2020","31"
"430635","DEZESSEIS DE NOVEMBRO","RS","10/2020","31"
"430635","DEZESSEIS DE NOVEMBRO","RS","09/2020","30"
"430635","DEZESSEIS DE NOVEMBRO","RS","07/2020","30"
"430635","DEZESSEIS DE NOVEMBRO","RS","11/2020","31"
"430635","DEZESSEIS DE NOVEMBRO","RS","06/2020","30"
"430635","DEZESSEIS DE NOVEMBRO","RS","08/2020","30"
"430635","DEZESSEIS DE NOVEMBRO","RS","02/2020","31"
"430635","DEZESSEIS DE NOVEMBRO","RS","04/2020","30"
"430635","DEZESSEIS DE NOVEMBRO","RS","01/2020","32"
"430637","DILERMANDO DE AGUIAR","RS","02/2020","30"
"430637","DILERMANDO DE AGUIAR","RS","01/2020","29"
"430637","DILERMANDO DE AGUIAR","RS","10/2020","30"
"430637","DILERMANDO DE AGUIAR","RS","03/2020","30"
"430637","DILERMANDO DE AGUIAR","RS","04/2020","30"
"430637","DILERMANDO DE AGUIAR","RS","05/2020","30"
"430637","DILERMANDO DE AGUIAR","RS","12/2020","30"
"430637","DILERMANDO DE AGUIAR","RS","11/2020","30"
"430637","DILERMANDO DE AGUIAR","RS","08/2020","30"
"430637","DILERMANDO DE AGUIAR","RS","07/2020","30"
"430637","DILERMANDO DE AGUIAR","RS","06/2020","30"
"430637","DILERMANDO DE AGUIAR","RS","09/2020","30"
"430640","DOIS IRMÃOS","RS","10/2020","97"
"430640","DOIS IRMÃOS","RS","11/2020","97"
"430640","DOIS IRMÃOS","RS","01/2020","104"
"430640","DOIS IRMÃOS","RS","04/2020","100"
"430640","DOIS IRMÃOS","RS","03/2020","101"
"430640","DOIS IRMÃOS","RS","02/2020","102"
"430640","DOIS IRMÃOS","RS","09/2020","96"
"430640","DOIS IRMÃOS","RS","06/2020","96"
"430640","DOIS IRMÃOS","RS","07/2020","96"
"430640","DOIS IRMÃOS","RS","05/2020","96"
"430640","DOIS IRMÃOS","RS","12/2020","93"
"430640","DOIS IRMÃOS","RS","08/2020","97"
"430642","DOIS IRMÃOS DAS MISSÕES","RS","05/2020","17"
"430642","DOIS IRMÃOS DAS MISSÕES","RS","08/2020","17"
"430642","DOIS IRMÃOS DAS MISSÕES","RS","01/2020","19"
"430642","DOIS IRMÃOS DAS MISSÕES","RS","02/2020","18"
"430642","DOIS IRMÃOS DAS MISSÕES","RS","04/2020","17"
"430642","DOIS IRMÃOS DAS MISSÕES","RS","06/2020","17"
"430642","DOIS IRMÃOS DAS MISSÕES","RS","07/2020","17"
"430642","DOIS IRMÃOS DAS MISSÕES","RS","09/2020","17"
"430642","DOIS IRMÃOS DAS MISSÕES","RS","10/2020","18"
"430642","DOIS IRMÃOS DAS MISSÕES","RS","11/2020","17"
"430642","DOIS IRMÃOS DAS MISSÕES","RS","12/2020","16"
"430642","DOIS IRMÃOS DAS MISSÕES","RS","03/2020","18"
"430645","DOIS LAJEADOS","RS","01/2020","30"
"430645","DOIS LAJEADOS","RS","05/2020","29"
"430645","DOIS LAJEADOS","RS","07/2020","28"
"430645","DOIS LAJEADOS","RS","06/2020","29"
"430645","DOIS LAJEADOS","RS","08/2020","27"
"430645","DOIS LAJEADOS","RS","09/2020","27"
"430645","DOIS LAJEADOS","RS","12/2020","26"
"430645","DOIS LAJEADOS","RS","03/2020","29"
"430645","DOIS LAJEADOS","RS","04/2020","29"
"430645","DOIS LAJEADOS","RS","10/2020","27"
"430645","DOIS LAJEADOS","RS","02/2020","30"
"430645","DOIS LAJEADOS","RS","11/2020","27"
"430650","DOM FELICIANO","RS","04/2020","203"
"430650","DOM FELICIANO","RS","06/2020","201"
"430650","DOM FELICIANO","RS","07/2020","201"
"430650","DOM FELICIANO","RS","08/2020","202"
"430650","DOM FELICIANO","RS","09/2020","201"
"430650","DOM FELICIANO","RS","10/2020","199"
"430650","DOM FELICIANO","RS","02/2020","202"
"430650","DOM FELICIANO","RS","12/2020","198"
"430650","DOM FELICIANO","RS","11/2020","198"
"430650","DOM FELICIANO","RS","01/2020","207"
"430650","DOM FELICIANO","RS","03/2020","203"
"430650","DOM FELICIANO","RS","05/2020","201"
"430655","DOM PEDRO DE ALCÂNTARA","RS","07/2020","2"
"430655","DOM PEDRO DE ALCÂNTARA","RS","02/2020","2"
"430655","DOM PEDRO DE ALCÂNTARA","RS","08/2020","2"
"430655","DOM PEDRO DE ALCÂNTARA","RS","12/2020","2"
"430655","DOM PEDRO DE ALCÂNTARA","RS","09/2020","2"
"430655","DOM PEDRO DE ALCÂNTARA","RS","11/2020","2"
"430655","DOM PEDRO DE ALCÂNTARA","RS","01/2020","2"
"430655","DOM PEDRO DE ALCÂNTARA","RS","10/2020","2"
"430655","DOM PEDRO DE ALCÂNTARA","RS","05/2020","2"
"430655","DOM PEDRO DE ALCÂNTARA","RS","04/2020","2"
"430655","DOM PEDRO DE ALCÂNTARA","RS","03/2020","2"
"430655","DOM PEDRO DE ALCÂNTARA","RS","06/2020","2"
"430660","DOM PEDRITO","RS","10/2020","486"
"430660","DOM PEDRITO","RS","08/2020","482"
"430660","DOM PEDRITO","RS","04/2020","481"
"430660","DOM PEDRITO","RS","05/2020","480"
"430660","DOM PEDRITO","RS","01/2020","483"
"430660","DOM PEDRITO","RS","11/2020","485"
"430660","DOM PEDRITO","RS","12/2020","483"
"430660","DOM PEDRITO","RS","06/2020","479"
"430660","DOM PEDRITO","RS","09/2020","485"
"430660","DOM PEDRITO","RS","07/2020","479"
"430660","DOM PEDRITO","RS","03/2020","483"
"430660","DOM PEDRITO","RS","02/2020","480"
"430670","DONA FRANCISCA","RS","05/2020","50"
"430670","DONA FRANCISCA","RS","07/2020","50"
"430670","DONA FRANCISCA","RS","10/2020","52"
"430670","DONA FRANCISCA","RS","04/2020","51"
"430670","DONA FRANCISCA","RS","08/2020","50"
"430670","DONA FRANCISCA","RS","01/2020","52"
"430670","DONA FRANCISCA","RS","02/2020","51"
"430670","DONA FRANCISCA","RS","12/2020","53"
"430670","DONA FRANCISCA","RS","06/2020","50"
"430670","DONA FRANCISCA","RS","11/2020","52"
"430670","DONA FRANCISCA","RS","09/2020","52"
"430670","DONA FRANCISCA","RS","03/2020","51"
"430673","DOUTOR MAURÍCIO CARDOSO","RS","11/2020","42"
"430673","DOUTOR MAURÍCIO CARDOSO","RS","12/2020","43"
"430673","DOUTOR MAURÍCIO CARDOSO","RS","09/2020","42"
"430673","DOUTOR MAURÍCIO CARDOSO","RS","01/2020","41"
"430673","DOUTOR MAURÍCIO CARDOSO","RS","06/2020","41"
"430673","DOUTOR MAURÍCIO CARDOSO","RS","02/2020","40"
"430673","DOUTOR MAURÍCIO CARDOSO","RS","04/2020","40"
"430673","DOUTOR MAURÍCIO CARDOSO","RS","05/2020","40"
"430673","DOUTOR MAURÍCIO CARDOSO","RS","07/2020","41"
"430673","DOUTOR MAURÍCIO CARDOSO","RS","10/2020","42"
"430673","DOUTOR MAURÍCIO CARDOSO","RS","03/2020","40"
"430673","DOUTOR MAURÍCIO CARDOSO","RS","08/2020","41"
"430675","DOUTOR RICARDO","RS","01/2020","9"
"430675","DOUTOR RICARDO","RS","06/2020","9"
"430675","DOUTOR RICARDO","RS","08/2020","9"
"430675","DOUTOR RICARDO","RS","07/2020","9"
"430675","DOUTOR RICARDO","RS","03/2020","9"
"430675","DOUTOR RICARDO","RS","09/2020","9"
"430675","DOUTOR RICARDO","RS","10/2020","9"
"430675","DOUTOR RICARDO","RS","11/2020","9"
"430675","DOUTOR RICARDO","RS","12/2020","8"
"430675","DOUTOR RICARDO","RS","05/2020","9"
"430675","DOUTOR RICARDO","RS","04/2020","9"
"430675","DOUTOR RICARDO","RS","02/2020","9"
"430676","ELDORADO DO SUL","RS","04/2020","304"
"430676","ELDORADO DO SUL","RS","10/2020","310"
"430676","ELDORADO DO SUL","RS","02/2020","298"
"430676","ELDORADO DO SUL","RS","01/2020","301"
"430676","ELDORADO DO SUL","RS","11/2020","311"
"430676","ELDORADO DO SUL","RS","09/2020","307"
"430676","ELDORADO DO SUL","RS","03/2020","301"
"430676","ELDORADO DO SUL","RS","08/2020","304"
"430676","ELDORADO DO SUL","RS","12/2020","306"
"430676","ELDORADO DO SUL","RS","07/2020","306"
"430676","ELDORADO DO SUL","RS","06/2020","303"
"430676","ELDORADO DO SUL","RS","05/2020","304"
"430680","ENCANTADO","RS","09/2020","161"
"430680","ENCANTADO","RS","06/2020","164"
"430680","ENCANTADO","RS","05/2020","164"
"430680","ENCANTADO","RS","12/2020","162"
"430680","ENCANTADO","RS","03/2020","167"
"430680","ENCANTADO","RS","02/2020","166"
"430680","ENCANTADO","RS","04/2020","165"
"430680","ENCANTADO","RS","07/2020","163"
"430680","ENCANTADO","RS","08/2020","162"
"430680","ENCANTADO","RS","10/2020","158"
"430680","ENCANTADO","RS","01/2020","169"
"430680","ENCANTADO","RS","11/2020","158"
"430690","ENCRUZILHADA DO SUL","RS","11/2020","323"
"430690","ENCRUZILHADA DO SUL","RS","12/2020","320"
"430690","ENCRUZILHADA DO SUL","RS","10/2020","325"
"430690","ENCRUZILHADA DO SUL","RS","09/2020","326"
"430690","ENCRUZILHADA DO SUL","RS","08/2020","326"
"430690","ENCRUZILHADA DO SUL","RS","05/2020","326"
"430690","ENCRUZILHADA DO SUL","RS","04/2020","329"
"430690","ENCRUZILHADA DO SUL","RS","02/2020","330"
"430690","ENCRUZILHADA DO SUL","RS","01/2020","331"
"430690","ENCRUZILHADA DO SUL","RS","07/2020","326"
"430690","ENCRUZILHADA DO SUL","RS","03/2020","328"
"430690","ENCRUZILHADA DO SUL","RS","06/2020","326"
"430692","ENGENHO VELHO","RS","09/2020","6"
"430692","ENGENHO VELHO","RS","10/2020","6"
"430692","ENGENHO VELHO","RS","11/2020","7"
"430692","ENGENHO VELHO","RS","12/2020","7"
"430692","ENGENHO VELHO","RS","01/2020","6"
"430692","ENGENHO VELHO","RS","02/2020","6"
"430692","ENGENHO VELHO","RS","03/2020","6"
"430692","ENGENHO VELHO","RS","04/2020","6"
"430692","ENGENHO VELHO","RS","05/2020","6"
"430692","ENGENHO VELHO","RS","06/2020","6"
"430692","ENGENHO VELHO","RS","07/2020","6"
"430692","ENGENHO VELHO","RS","08/2020","6"
"430693","ENTRE-IJUÍS","RS","06/2020","88"
"430693","ENTRE-IJUÍS","RS","12/2020","89"
"430693","ENTRE-IJUÍS","RS","07/2020","88"
"430693","ENTRE-IJUÍS","RS","01/2020","95"
"430693","ENTRE-IJUÍS","RS","02/2020","92"
"430693","ENTRE-IJUÍS","RS","03/2020","90"
"430693","ENTRE-IJUÍS","RS","04/2020","89"
"430693","ENTRE-IJUÍS","RS","11/2020","88"
"430693","ENTRE-IJUÍS","RS","10/2020","88"
"430693","ENTRE-IJUÍS","RS","09/2020","89"
"430693","ENTRE-IJUÍS","RS","08/2020","88"
"430693","ENTRE-IJUÍS","RS","05/2020","88"
"430695","ENTRE RIOS DO SUL","RS","03/2020","57"
"430695","ENTRE RIOS DO SUL","RS","01/2020","59"
"430695","ENTRE RIOS DO SUL","RS","02/2020","57"
"430695","ENTRE RIOS DO SUL","RS","04/2020","56"
"430695","ENTRE RIOS DO SUL","RS","05/2020","55"
"430695","ENTRE RIOS DO SUL","RS","06/2020","55"
"430695","ENTRE RIOS DO SUL","RS","07/2020","55"
"430695","ENTRE RIOS DO SUL","RS","08/2020","55"
"430695","ENTRE RIOS DO SUL","RS","09/2020","54"
"430695","ENTRE RIOS DO SUL","RS","10/2020","54"
"430695","ENTRE RIOS DO SUL","RS","11/2020","53"
"430695","ENTRE RIOS DO SUL","RS","12/2020","52"
"430697","EREBANGO","RS","01/2020","35"
"430697","EREBANGO","RS","02/2020","35"
"430697","EREBANGO","RS","04/2020","35"
"430697","EREBANGO","RS","05/2020","35"
"430697","EREBANGO","RS","09/2020","35"
"430697","EREBANGO","RS","03/2020","35"
"430697","EREBANGO","RS","08/2020","35"
"430697","EREBANGO","RS","12/2020","35"
"430697","EREBANGO","RS","10/2020","36"
"430697","EREBANGO","RS","11/2020","36"
"430697","EREBANGO","RS","06/2020","35"
"430697","EREBANGO","RS","07/2020","35"
"430700","ERECHIM","RS","02/2020","1055"
"430700","ERECHIM","RS","08/2020","1028"
"430700","ERECHIM","RS","09/2020","1025"
"430700","ERECHIM","RS","12/2020","1011"
"430700","ERECHIM","RS","05/2020","1047"
"430700","ERECHIM","RS","10/2020","1019"
"430700","ERECHIM","RS","11/2020","1013"
"430700","ERECHIM","RS","01/2020","1065"
"430700","ERECHIM","RS","03/2020","1049"
"430700","ERECHIM","RS","04/2020","1052"
"430700","ERECHIM","RS","06/2020","1049"
"430700","ERECHIM","RS","07/2020","1039"
"430705","ERNESTINA","RS","05/2020","20"
"430705","ERNESTINA","RS","11/2020","23"
"430705","ERNESTINA","RS","01/2020","20"
"430705","ERNESTINA","RS","02/2020","20"
"430705","ERNESTINA","RS","03/2020","20"
"430705","ERNESTINA","RS","04/2020","20"
"430705","ERNESTINA","RS","06/2020","20"
"430705","ERNESTINA","RS","07/2020","20"
"430705","ERNESTINA","RS","08/2020","20"
"430705","ERNESTINA","RS","09/2020","22"
"430705","ERNESTINA","RS","10/2020","23"
"430705","ERNESTINA","RS","12/2020","24"
"430710","HERVAL","RS","12/2020","157"
"430710","HERVAL","RS","08/2020","161"
"430710","HERVAL","RS","06/2020","164"
"430710","HERVAL","RS","10/2020","159"
"430710","HERVAL","RS","03/2020","164"
"430710","HERVAL","RS","09/2020","159"
"430710","HERVAL","RS","07/2020","164"
"430710","HERVAL","RS","04/2020","166"
"430710","HERVAL","RS","01/2020","161"
"430710","HERVAL","RS","11/2020","159"
"430710","HERVAL","RS","05/2020","165"
"430710","HERVAL","RS","02/2020","161"
"430720","ERVAL GRANDE","RS","04/2020","91"
"430720","ERVAL GRANDE","RS","07/2020","91"
"430720","ERVAL GRANDE","RS","11/2020","93"
"430720","ERVAL GRANDE","RS","01/2020","90"
"430720","ERVAL GRANDE","RS","08/2020","92"
"430720","ERVAL GRANDE","RS","02/2020","90"
"430720","ERVAL GRANDE","RS","05/2020","90"
"430720","ERVAL GRANDE","RS","06/2020","92"
"430720","ERVAL GRANDE","RS","10/2020","94"
"430720","ERVAL GRANDE","RS","12/2020","92"
"430720","ERVAL GRANDE","RS","03/2020","91"
"430720","ERVAL GRANDE","RS","09/2020","92"
"430730","ERVAL SECO","RS","11/2020","119"
"430730","ERVAL SECO","RS","12/2020","119"
"430730","ERVAL SECO","RS","10/2020","119"
"430730","ERVAL SECO","RS","09/2020","119"
"430730","ERVAL SECO","RS","01/2020","117"
"430730","ERVAL SECO","RS","04/2020","119"
"430730","ERVAL SECO","RS","06/2020","118"
"430730","ERVAL SECO","RS","02/2020","118"
"430730","ERVAL SECO","RS","03/2020","118"
"430730","ERVAL SECO","RS","07/2020","119"
"430730","ERVAL SECO","RS","05/2020","118"
"430730","ERVAL SECO","RS","08/2020","119"
"430740","ESMERALDA","RS","04/2020","49"
"430740","ESMERALDA","RS","03/2020","48"
"430740","ESMERALDA","RS","11/2020","51"
"430740","ESMERALDA","RS","01/2020","50"
"430740","ESMERALDA","RS","12/2020","51"
"430740","ESMERALDA","RS","09/2020","50"
"430740","ESMERALDA","RS","07/2020","49"
"430740","ESMERALDA","RS","06/2020","49"
"430740","ESMERALDA","RS","02/2020","47"
"430740","ESMERALDA","RS","08/2020","49"
"430740","ESMERALDA","RS","05/2020","49"
"430740","ESMERALDA","RS","10/2020","51"
"430745","ESPERANÇA DO SUL","RS","03/2020","23"
"430745","ESPERANÇA DO SUL","RS","08/2020","23"
"430745","ESPERANÇA DO SUL","RS","10/2020","23"
"430745","ESPERANÇA DO SUL","RS","02/2020","23"
"430745","ESPERANÇA DO SUL","RS","07/2020","23"
"430745","ESPERANÇA DO SUL","RS","09/2020","23"
"430745","ESPERANÇA DO SUL","RS","04/2020","23"
"430745","ESPERANÇA DO SUL","RS","12/2020","24"
"430745","ESPERANÇA DO SUL","RS","01/2020","23"
"430745","ESPERANÇA DO SUL","RS","11/2020","23"
"430745","ESPERANÇA DO SUL","RS","05/2020","23"
"430745","ESPERANÇA DO SUL","RS","06/2020","23"
"430750","ESPUMOSO","RS","04/2020","211"
"430750","ESPUMOSO","RS","07/2020","218"
"430750","ESPUMOSO","RS","01/2020","216"
"430750","ESPUMOSO","RS","02/2020","212"
"430750","ESPUMOSO","RS","03/2020","212"
"430750","ESPUMOSO","RS","05/2020","214"
"430750","ESPUMOSO","RS","06/2020","215"
"430750","ESPUMOSO","RS","08/2020","218"
"430750","ESPUMOSO","RS","09/2020","219"
"430750","ESPUMOSO","RS","10/2020","218"
"430750","ESPUMOSO","RS","11/2020","218"
"430750","ESPUMOSO","RS","12/2020","216"
"430755","ESTAÇÃO","RS","06/2020","44"
"430755","ESTAÇÃO","RS","12/2020","46"
"430755","ESTAÇÃO","RS","02/2020","47"
"430755","ESTAÇÃO","RS","01/2020","47"
"430755","ESTAÇÃO","RS","03/2020","48"
"430755","ESTAÇÃO","RS","05/2020","48"
"430755","ESTAÇÃO","RS","08/2020","45"
"430755","ESTAÇÃO","RS","09/2020","45"
"430755","ESTAÇÃO","RS","10/2020","48"
"430755","ESTAÇÃO","RS","04/2020","48"
"430755","ESTAÇÃO","RS","11/2020","46"
"430755","ESTAÇÃO","RS","07/2020","45"
"430760","ESTÂNCIA VELHA","RS","02/2020","219"
"430760","ESTÂNCIA VELHA","RS","05/2020","218"
"430760","ESTÂNCIA VELHA","RS","04/2020","219"
"430760","ESTÂNCIA VELHA","RS","11/2020","212"
"430760","ESTÂNCIA VELHA","RS","12/2020","211"
"430760","ESTÂNCIA VELHA","RS","10/2020","210"
"430760","ESTÂNCIA VELHA","RS","01/2020","218"
"430760","ESTÂNCIA VELHA","RS","07/2020","218"
"430760","ESTÂNCIA VELHA","RS","06/2020","219"
"430760","ESTÂNCIA VELHA","RS","03/2020","219"
"430760","ESTÂNCIA VELHA","RS","09/2020","212"
"430760","ESTÂNCIA VELHA","RS","08/2020","215"
"430770","ESTEIO","RS","10/2020","775"
"430770","ESTEIO","RS","11/2020","773"
"430770","ESTEIO","RS","12/2020","764"
"430770","ESTEIO","RS","01/2020","762"
"430770","ESTEIO","RS","02/2020","767"
"430770","ESTEIO","RS","03/2020","778"
"430770","ESTEIO","RS","04/2020","785"
"430770","ESTEIO","RS","05/2020","786"
"430770","ESTEIO","RS","06/2020","783"
"430770","ESTEIO","RS","07/2020","785"
"430770","ESTEIO","RS","08/2020","778"
"430770","ESTEIO","RS","09/2020","779"
"430780","ESTRELA","RS","03/2020","185"
"430780","ESTRELA","RS","01/2020","191"
"430780","ESTRELA","RS","02/2020","188"
"430780","ESTRELA","RS","04/2020","185"
"430780","ESTRELA","RS","09/2020","188"
"430780","ESTRELA","RS","12/2020","186"
"430780","ESTRELA","RS","11/2020","188"
"430780","ESTRELA","RS","10/2020","191"
"430780","ESTRELA","RS","08/2020","186"
"430780","ESTRELA","RS","07/2020","186"
"430780","ESTRELA","RS","06/2020","186"
"430780","ESTRELA","RS","05/2020","184"
"430781","ESTRELA VELHA","RS","04/2020","22"
"430781","ESTRELA VELHA","RS","05/2020","22"
"430781","ESTRELA VELHA","RS","02/2020","22"
"430781","ESTRELA VELHA","RS","06/2020","22"
"430781","ESTRELA VELHA","RS","07/2020","22"
"430781","ESTRELA VELHA","RS","08/2020","22"
"430781","ESTRELA VELHA","RS","09/2020","21"
"430781","ESTRELA VELHA","RS","10/2020","21"
"430781","ESTRELA VELHA","RS","12/2020","20"
"430781","ESTRELA VELHA","RS","11/2020","21"
"430781","ESTRELA VELHA","RS","01/2020","22"
"430781","ESTRELA VELHA","RS","03/2020","22"
"430783","EUGÊNIO DE CASTRO","RS","01/2020","47"
"430783","EUGÊNIO DE CASTRO","RS","12/2020","49"
"430783","EUGÊNIO DE CASTRO","RS","02/2020","47"
"430783","EUGÊNIO DE CASTRO","RS","08/2020","49"
"430783","EUGÊNIO DE CASTRO","RS","03/2020","48"
"430783","EUGÊNIO DE CASTRO","RS","04/2020","48"
"430783","EUGÊNIO DE CASTRO","RS","05/2020","48"
"430783","EUGÊNIO DE CASTRO","RS","06/2020","48"
"430783","EUGÊNIO DE CASTRO","RS","07/2020","49"
"430783","EUGÊNIO DE CASTRO","RS","09/2020","49"
"430783","EUGÊNIO DE CASTRO","RS","10/2020","49"
"430783","EUGÊNIO DE CASTRO","RS","11/2020","50"
"430786","FAGUNDES VARELA","RS","09/2020","3"
"430786","FAGUNDES VARELA","RS","12/2020","3"
"430786","FAGUNDES VARELA","RS","01/2020","3"
"430786","FAGUNDES VARELA","RS","10/2020","3"
"430786","FAGUNDES VARELA","RS","02/2020","3"
"430786","FAGUNDES VARELA","RS","03/2020","3"
"430786","FAGUNDES VARELA","RS","05/2020","3"
"430786","FAGUNDES VARELA","RS","04/2020","3"
"430786","FAGUNDES VARELA","RS","06/2020","3"
"430786","FAGUNDES VARELA","RS","07/2020","3"
"430786","FAGUNDES VARELA","RS","08/2020","3"
"430786","FAGUNDES VARELA","RS","11/2020","3"
"430790","FARROUPILHA","RS","11/2020","339"
"430790","FARROUPILHA","RS","12/2020","333"
"430790","FARROUPILHA","RS","01/2020","341"
"430790","FARROUPILHA","RS","02/2020","341"
"430790","FARROUPILHA","RS","04/2020","339"
"430790","FARROUPILHA","RS","03/2020","339"
"430790","FARROUPILHA","RS","05/2020","339"
"430790","FARROUPILHA","RS","06/2020","340"
"430790","FARROUPILHA","RS","07/2020","339"
"430790","FARROUPILHA","RS","08/2020","341"
"430790","FARROUPILHA","RS","09/2020","338"
"430790","FARROUPILHA","RS","10/2020","336"
"430800","FAXINAL DO SOTURNO","RS","08/2020","122"
"430800","FAXINAL DO SOTURNO","RS","10/2020","122"
"430800","FAXINAL DO SOTURNO","RS","11/2020","121"
"430800","FAXINAL DO SOTURNO","RS","12/2020","123"
"430800","FAXINAL DO SOTURNO","RS","03/2020","126"
"430800","FAXINAL DO SOTURNO","RS","05/2020","126"
"430800","FAXINAL DO SOTURNO","RS","02/2020","125"
"430800","FAXINAL DO SOTURNO","RS","04/2020","125"
"430800","FAXINAL DO SOTURNO","RS","06/2020","123"
"430800","FAXINAL DO SOTURNO","RS","09/2020","123"
"430800","FAXINAL DO SOTURNO","RS","01/2020","129"
"430800","FAXINAL DO SOTURNO","RS","07/2020","121"
"430805","FAXINALZINHO","RS","07/2020","35"
"430805","FAXINALZINHO","RS","10/2020","36"
"430805","FAXINALZINHO","RS","09/2020","36"
"430805","FAXINALZINHO","RS","04/2020","35"
"430805","FAXINALZINHO","RS","02/2020","37"
"430805","FAXINALZINHO","RS","01/2020","37"
"430805","FAXINALZINHO","RS","03/2020","37"
"430805","FAXINALZINHO","RS","05/2020","35"
"430805","FAXINALZINHO","RS","11/2020","35"
"430805","FAXINALZINHO","RS","06/2020","35"
"430805","FAXINALZINHO","RS","08/2020","36"
"430805","FAXINALZINHO","RS","12/2020","33"
"430807","FAZENDA VILANOVA","RS","08/2020","24"
"430807","FAZENDA VILANOVA","RS","11/2020","23"
"430807","FAZENDA VILANOVA","RS","12/2020","26"
"430807","FAZENDA VILANOVA","RS","10/2020","23"
"430807","FAZENDA VILANOVA","RS","09/2020","24"
"430807","FAZENDA VILANOVA","RS","07/2020","24"
"430807","FAZENDA VILANOVA","RS","06/2020","24"
"430807","FAZENDA VILANOVA","RS","05/2020","24"
"430807","FAZENDA VILANOVA","RS","04/2020","24"
"430807","FAZENDA VILANOVA","RS","03/2020","23"
"430807","FAZENDA VILANOVA","RS","02/2020","23"
"430807","FAZENDA VILANOVA","RS","01/2020","24"
"430810","FELIZ","RS","12/2020","45"
"430810","FELIZ","RS","01/2020","47"
"430810","FELIZ","RS","02/2020","46"
"430810","FELIZ","RS","03/2020","46"
"430810","FELIZ","RS","04/2020","45"
"430810","FELIZ","RS","05/2020","45"
"430810","FELIZ","RS","06/2020","44"
"430810","FELIZ","RS","07/2020","44"
"430810","FELIZ","RS","08/2020","44"
"430810","FELIZ","RS","09/2020","44"
"430810","FELIZ","RS","10/2020","44"
"430810","FELIZ","RS","11/2020","44"
"430820","FLORES DA CUNHA","RS","12/2020","85"
"430820","FLORES DA CUNHA","RS","11/2020","84"
"430820","FLORES DA CUNHA","RS","01/2020","87"
"430820","FLORES DA CUNHA","RS","03/2020","86"
"430820","FLORES DA CUNHA","RS","02/2020","86"
"430820","FLORES DA CUNHA","RS","04/2020","87"
"430820","FLORES DA CUNHA","RS","05/2020","88"
"430820","FLORES DA CUNHA","RS","06/2020","88"
"430820","FLORES DA CUNHA","RS","07/2020","86"
"430820","FLORES DA CUNHA","RS","08/2020","86"
"430820","FLORES DA CUNHA","RS","09/2020","85"
"430820","FLORES DA CUNHA","RS","10/2020","84"
"430825","FLORIANO PEIXOTO","RS","10/2020","8"
"430825","FLORIANO PEIXOTO","RS","12/2020","8"
"430825","FLORIANO PEIXOTO","RS","01/2020","8"
"430825","FLORIANO PEIXOTO","RS","02/2020","8"
"430825","FLORIANO PEIXOTO","RS","04/2020","8"
"430825","FLORIANO PEIXOTO","RS","05/2020","8"
"430825","FLORIANO PEIXOTO","RS","06/2020","8"
"430825","FLORIANO PEIXOTO","RS","07/2020","8"
"430825","FLORIANO PEIXOTO","RS","08/2020","8"
"430825","FLORIANO PEIXOTO","RS","09/2020","7"
"430825","FLORIANO PEIXOTO","RS","11/2020","8"
"430825","FLORIANO PEIXOTO","RS","03/2020","8"
"430830","FONTOURA XAVIER","RS","05/2020","219"
"430830","FONTOURA XAVIER","RS","06/2020","220"
"430830","FONTOURA XAVIER","RS","07/2020","219"
"430830","FONTOURA XAVIER","RS","08/2020","219"
"430830","FONTOURA XAVIER","RS","10/2020","220"
"430830","FONTOURA XAVIER","RS","12/2020","217"
"430830","FONTOURA XAVIER","RS","01/2020","221"
"430830","FONTOURA XAVIER","RS","02/2020","218"
"430830","FONTOURA XAVIER","RS","11/2020","218"
"430830","FONTOURA XAVIER","RS","03/2020","217"
"430830","FONTOURA XAVIER","RS","04/2020","219"
"430830","FONTOURA XAVIER","RS","09/2020","220"
"430840","FORMIGUEIRO","RS","08/2020","85"
"430840","FORMIGUEIRO","RS","11/2020","84"
"430840","FORMIGUEIRO","RS","02/2020","84"
"430840","FORMIGUEIRO","RS","05/2020","86"
"430840","FORMIGUEIRO","RS","10/2020","84"
"430840","FORMIGUEIRO","RS","01/2020","84"
"430840","FORMIGUEIRO","RS","03/2020","83"
"430840","FORMIGUEIRO","RS","04/2020","85"
"430840","FORMIGUEIRO","RS","07/2020","86"
"430840","FORMIGUEIRO","RS","06/2020","85"
"430840","FORMIGUEIRO","RS","09/2020","84"
"430840","FORMIGUEIRO","RS","12/2020","84"
"430843","FORQUETINHA","RS","06/2020","3"
"430843","FORQUETINHA","RS","07/2020","3"
"430843","FORQUETINHA","RS","04/2020","4"
"430843","FORQUETINHA","RS","05/2020","3"
"430843","FORQUETINHA","RS","01/2020","4"
"430843","FORQUETINHA","RS","11/2020","3"
"430843","FORQUETINHA","RS","09/2020","3"
"430843","FORQUETINHA","RS","12/2020","4"
"430843","FORQUETINHA","RS","10/2020","3"
